"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","padj.BH"
"IL12RB2",375.89097704384,1.82620791653427,0.1858722468112,9.8250704333996,8.78126253974146e-23,1.73932077299454e-21,1.73932077299454e-21
"LOC101110151",3485.41724081751,-0.594451818565124,0.0605212953572141,-9.82219258620455,9.0356537386736e-23,1.78801850564348e-21,1.78801850564348e-21
"AP3M1",6964.74715942516,-0.570918536393183,0.0581393389448124,-9.81983192026169,9.24976394584467e-23,1.82866087970869e-21,1.82866087970869e-21
"DDX21",2749.75835884722,0.71475754784659,0.072836523069806,9.81317500784012,9.88096693776719e-23,1.95160738122384e-21,1.95160738122384e-21
"XPR1",9786.52800989899,-0.476026323448625,0.0485250392855161,-9.80991113984961,1.02058392821925e-22,2.01387540487407e-21,2.01387540487407e-21
"RNF112",365.918978559019,-1.52778962261417,0.155862823486759,-9.80214260486533,1.10222398658931e-22,2.17292623358095e-21,2.17292623358095e-21
"CERS6",11171.3056812991,0.469444923377514,0.0478941255606462,9.80172240086264,1.10681970933225e-22,2.17993551022243e-21,2.17993551022243e-21
"LOC105611243",514.111064879061,1.48211986461634,0.151280348476923,9.79717378719838,1.15779768235857e-22,2.27819795600997e-21,2.27819795600997e-21
"SPRYD3",1932.94176530326,-0.780514515992553,0.0796733854046628,-9.79642715102795,1.1663847380456e-22,2.29294170454817e-21,2.29294170454817e-21
"TNFSF18",599.730296673431,1.20819270688419,0.123363183091773,9.79378674093862,1.197260839648e-22,2.3514337540453e-21,2.3514337540453e-21
"ATP8B1",3494.20946042916,0.659111714439721,0.0673180782701864,9.79100609191968,1.23065168716669e-22,2.41475063260911e-21,2.41475063260911e-21
"CRISPLD2",205.850555806835,1.8897522461602,0.193106151541417,9.7860799931839,1.29208403013139e-22,2.53291982557843e-21,2.53291982557843e-21
"SLC17A8",382.755740071797,-1.37324656677519,0.140488878760088,-9.77477063590404,1.44484216930658e-22,2.82973014018587e-21,2.82973014018587e-21
"MTMR11",517.175420837447,1.3834444089176,0.141549734025594,9.77355710656052,1.4622597438869e-22,2.86116855209092e-21,2.86116855209092e-21
"DLG1",20758.8759196559,0.459301145321897,0.0470013712993805,9.77207967819337,1.48374576644514e-22,2.90050151880824e-21,2.90050151880824e-21
"PAPOLG",3466.59931663234,0.618448089708938,0.0633402006140893,9.7639111293148,1.60830325222868e-22,3.14106271702742e-21,3.14106271702742e-21
"KMT2E",5803.56009236907,0.547055605590985,0.0560415926866625,9.76159990044646,1.64538717115266e-22,3.21049660695299e-21,3.21049660695299e-21
"DOCK4",870.689728002214,-0.940506864919185,0.0963672351691299,-9.75961241669477,1.67795253645624e-22,3.27099287013739e-21,3.27099287013739e-21
"KIF27",2286.18569914203,0.695982514679331,0.0713384392689588,9.75606589955453,1.73765561496171e-22,3.38422965307971e-21,3.38422965307971e-21
"CREBZF",3282.16540777601,-0.58366321045447,0.0598294717504764,-9.7554464944749,1.74829642806327e-22,3.40179200988802e-21,3.40179200988802e-21
"NDRG4",718.26656474655,-1.33054442599646,0.136463147486413,-9.75021059168323,1.84085995499838e-22,3.57857710732338e-21,3.57857710732338e-21
"C5H5orf24",10218.4500819336,0.518550554335342,0.0531925973286896,9.74854736141377,1.87126650289524e-22,3.6343151839363e-21,3.6343151839363e-21
"HIF1A",15564.8407940775,0.512489515970749,0.0525790208474936,9.74703422981637,1.89936056873089e-22,3.68546297021524e-21,3.68546297021524e-21
"CCDC115",712.362614301653,-1.05122324290476,0.107857897378852,-9.74637248130587,1.91177797933712e-22,3.70612574791754e-21,3.70612574791754e-21
"SRA1",1529.51842684849,-0.747060550376904,0.0766586259903001,-9.7452901187067,1.93226143788439e-22,3.74237252239421e-21,3.74237252239421e-21
"FRMD4B",5045.30007322901,0.569843544217207,0.0584926884778478,9.74213288953228,1.99326044402752e-22,3.85694975669812e-21,3.85694975669812e-21
"MAN2A2",2759.33194824749,-0.637068326852471,0.0653964810948332,-9.74163007224564,2.00314947209471e-22,3.87037735865667e-21,3.87037735865667e-21
"DDX5",29516.3941649995,0.473221290179935,0.0485774064316423,9.74159233564368,2.00389360285479e-22,3.87037735865667e-21,3.87037735865667e-21
"LRRN4",1855.07459998525,-0.970821476607908,0.0996870464863184,-9.73869234596241,2.06190470193868e-22,3.97875459795829e-21,3.97875459795829e-21
"LOC101118627",808.975618273334,1.18217905642585,0.121453160688673,9.73362117315484,2.16736969553483e-22,4.17841760254166e-21,4.17841760254166e-21
"PRKAG3",222.673341134119,-2.01543220996272,0.207063580974255,-9.73339783113917,2.1721353091008e-22,4.18375620749231e-21,4.18375620749231e-21
"UBB",20307.0483527941,0.511773392684582,0.0525828228497769,9.73271051169429,2.18686631734967e-22,4.20826175816158e-21,4.20826175816158e-21
"GPCPD1",3253.7475840334,0.610388506356773,0.0628674038603006,9.70914128589013,2.7564954397913e-22,5.29955215011619e-21,5.29955215011619e-21
"LOC101108249",1235.56369994393,-0.783826726055291,0.0807400216631139,-9.70803214948086,2.78665009005199e-22,5.35261588332992e-21,5.35261588332992e-21
"LOC105602454",6738.77429932456,0.543311464256086,0.0559981693880601,9.70230759671816,2.94755462344638e-22,5.65649768213757e-21,5.65649768213757e-21
"PRR7",599.325694756743,-1.30187330138128,0.134207093065831,-9.70048059041626,3.00081798484437e-22,5.75344388750217e-21,5.75344388750217e-21
"DOCK11",2463.63206504974,-0.626444455615559,0.0645815641817265,-9.70005083575868,3.01348451584439e-22,5.77244803601783e-21,5.77244803601783e-21
"NFE2L1",5563.4122248554,-0.662080513143685,0.0682587608755238,-9.69956829938725,3.02776979807895e-22,5.79451542361119e-21,5.79451542361119e-21
"MBOAT1",1639.70221693958,-0.718488571377045,0.0741150474565706,-9.69423343887164,3.1902425842171e-22,6.09988353967641e-21,6.09988353967641e-21
"IDO1",74.5888492152625,6.38598477318259,0.659189834139008,9.68762629891518,3.40346582706082e-22,6.50164356170342e-21,6.50164356170342e-21
"SPRY3",508.498117761978,-1.19039362961818,0.122891517832458,-9.68654021542056,3.43984048573089e-22,6.56465422966768e-21,6.56465422966768e-21
"EBP",1691.9233194607,-0.935548651691991,0.0965831840406359,-9.6864548522067,3.44271568925595e-22,6.56465422966768e-21,6.56465422966768e-21
"WDR19",1799.3670630223,-0.701066695669602,0.0724159768434707,-9.68110527853514,3.62772571382773e-22,6.91114727808854e-21,6.91114727808854e-21
"C2H9orf91",1629.93833282889,0.753589464356823,0.0779059756334415,9.67306369286185,3.92450078808256e-22,7.46974010127686e-21,7.46974010127686e-21
"IGFBP4",1145.63039245039,-0.852798816763533,0.0882631911690579,-9.66199845562003,4.37249585818506e-22,8.31488413830545e-21,8.31488413830545e-21
"FUBP1",6361.18168158997,0.654381081689128,0.0677343510676711,9.66099285479768,4.41563456363428e-22,8.38930534138894e-21,8.38930534138894e-21
"KANSL1",5477.07003692031,0.535468366000691,0.0554301055064349,9.66024439442078,4.44801549560089e-22,8.44317144255545e-21,8.44317144255545e-21
"GRB14",799.466072400765,-0.988056314941851,0.102349862734136,-9.65371411887896,4.74069248398781e-22,8.99058386375101e-21,8.99058386375101e-21
"CHMP1B",4722.37084947777,-0.583423738649605,0.0604393897658089,-9.65303820753752,4.77205311794116e-22,9.04187569073914e-21,9.04187569073914e-21
"CHRM3",9276.32043225099,0.489914556382212,0.050785570318891,9.64672747211377,5.07494210506362e-22,9.60709004098583e-21,9.60709004098583e-21
"ADGRB2",1091.94591919642,-0.838891933268936,0.0870097886370785,-9.64135123656017,5.34793134547215e-22,1.01147336891439e-20,1.01147336891439e-20
"ANKRD28",10092.3673948944,0.497347071966519,0.0515883290904372,9.6406896818589,5.38251157149488e-22,1.01709569424929e-20,1.01709569424929e-20
"DSEL",14828.5060045636,0.475131010654616,0.0493039308778564,9.63677747787872,5.59157708898121e-22,1.05564945474496e-20,1.05564945474496e-20
"ZNF367",1073.25718046599,-0.892555581150322,0.0926882024534887,-9.62965682281097,5.99292875549095e-22,1.13040337533815e-20,1.13040337533815e-20
"ZNF512B",981.271624121716,-0.980387636651846,0.102011123488238,-9.61059542457529,7.21306542076037e-22,1.35932553019294e-20,1.35932553019294e-20
"CTPS1",5942.3640577682,-0.510615134574113,0.0531421561355488,-9.60847605188799,7.36306453350964e-22,1.38634663400025e-20,1.38634663400025e-20
"SYNRG",2682.01402936291,-0.655724327225725,0.0682539580271184,-9.60712530349075,7.46027024897371e-22,1.40338800123423e-20,1.40338800123423e-20
"SLC25A12",4699.13407900697,-0.576631172245946,0.0600410638092641,-9.60394662689129,7.69406029494644e-22,1.44606930529953e-20,1.44606930529953e-20
"IFNAR2",1014.80009494215,0.866542828987842,0.0902473495936509,9.60186457430108,7.85110859648818e-22,1.47426372534056e-20,1.47426372534056e-20
"DNAJC9",2294.30435301706,-0.6910056695905,0.0719780952011793,-9.60022167381804,7.97726717554152e-22,1.49661245237823e-20,1.49661245237823e-20
"SMARCA5",9686.46757378945,0.489610867785442,0.0510087183136089,9.59857224357695,8.1059447638258e-22,1.51939336735898e-20,1.51939336735898e-20
"ABCC3",3024.49244150438,-0.686380590279396,0.0715389390289975,-9.5945033515409,8.43222134059729e-22,1.57913878832491e-20,1.57913878832491e-20
"HSD17B14",168.375080218381,2.31501793613014,0.241337415687412,9.5924534931153,8.60148425994212e-22,1.60939914420846e-20,1.60939914420846e-20
"RIN3",422.230487018953,-1.6670964449402,0.173832844143174,-9.59022705494674,8.78913799614051e-22,1.64304349551401e-20,1.64304349551401e-20
"DNAJC3",7030.01198331098,0.580132027658329,0.0605661120667193,9.57849212806096,9.84720314262954e-22,1.83919776343088e-20,1.83919776343088e-20
"MPZL1",28260.7339478708,0.381629602507223,0.0398937704791054,9.56614523831744,1.10966022411019e-21,2.07070700413653e-20,2.07070700413653e-20
"LOC101111596",2876.24271294714,0.621574062630568,0.0650453199867669,9.55601514078222,1.22378197987351e-21,2.28163480162182e-20,2.28163480162182e-20
"PHF20L1",4535.81660268729,0.604518208727399,0.0632645472008348,9.5554024406172,1.23104526466128e-21,2.29313640588816e-20,2.29313640588816e-20
"PRPSAP1",4249.99161792023,-0.557351856384674,0.0583391826600454,-9.55364526843785,1.25211315240508e-21,2.33030934474252e-20,2.33030934474252e-20
"SYNC",4535.96965182013,-0.515273796937316,0.053944384915648,-9.55194498450657,1.27283843556161e-21,2.36677925959442e-20,2.36677925959442e-20
"FUT11",633.082136822995,-1.05649447421406,0.110621897808345,-9.55050035431921,1.29071390890001e-21,2.3978901307543e-20,2.3978901307543e-20
"DAB2",17802.9528804993,-0.49042966345485,0.0513578476255995,-9.54926435060323,1.30620489378543e-21,2.42451990736647e-20,2.42451990736647e-20
"LOC105604242",4944.55102725347,-0.521778434234922,0.0546451583444989,-9.54848425812001,1.31607642370543e-21,2.44068119780275e-20,2.44068119780275e-20
"NAA25",5711.60892181308,0.506190764537942,0.0530727484382402,9.53767761108108,1.46066587983463e-21,2.70642919344071e-20,2.70642919344071e-20
"LYSMD4",784.13824122623,-1.02809889896041,0.107805582511086,-9.53660167695573,1.47589444395235e-21,2.7322300324616e-20,2.7322300324616e-20
"PKP2",1794.82543051881,0.827736963339674,0.0867990443782673,9.53624511961704,1.48097565814213e-21,2.73921676010826e-20,2.73921676010826e-20
"SLC35A4",1926.66493829373,-0.740473567255971,0.0776491851205404,-9.53614086363535,1.48246465286936e-21,2.73955284528485e-20,2.73955284528485e-20
"GPRC5A",2443.57950631992,0.647435780633591,0.0679024254717321,9.53479608623288,1.50180418614767e-21,2.77284656607142e-20,2.77284656607142e-20
"ANKRD40",2428.32554819583,-0.665816453759832,0.0699123882624101,-9.52358330630542,1.67308288831252e-21,3.08636663798215e-20,3.08636663798215e-20
"IWS1",1103.34080400789,0.92159300683909,0.0967845135886808,9.52211229531738,1.69694133894918e-21,3.12762556719605e-20,3.12762556719605e-20
"SUOX",365.47935253848,-1.52366794021314,0.160089814243926,-9.51758203611598,1.77255268636541e-21,3.2641137166497e-20,3.2641137166497e-20
"GPHN",1486.93894351305,0.730016387360761,0.0767115112730388,9.51638646203199,1.79305694927857e-21,3.29897290861122e-20,3.29897290861122e-20
"HAUS5",1200.93499213534,-0.85612882371198,0.0899696104506703,-9.51575559151042,1.8039708640428e-21,3.31614152867376e-20,3.31614152867376e-20
"HNRNPC",10716.9214310367,0.471148404126492,0.0495206248157216,9.51418536982825,1.83142151776301e-21,3.36365200054704e-20,3.36365200054704e-20
"DYNC1I1",1734.232013486,-0.718999663676453,0.075573121086522,-9.5139601665159,1.8353922630071e-21,3.36799301782634e-20,3.36799301782634e-20
"UFM1",14282.5095929674,0.543981592713015,0.0572094774611062,9.50859222727283,1.93260090768509e-21,3.54327074553357e-20,3.54327074553357e-20
"LOC106991110",260.983506911395,1.59690949222204,0.167983824620703,9.50632893272769,1.97509788089104e-21,3.61802020908676e-20,3.61802020908676e-20
"ACLY",8169.84994197612,-0.609305871281227,0.0641196326586125,-9.50264132867558,2.04632718840003e-21,3.7452255511014e-20,3.7452255511014e-20
"DAPK3",1771.45778832558,-0.724159931236585,0.0762170235178846,-9.50128852862718,2.07308991739249e-21,3.79089636203116e-20,3.79089636203116e-20
"GINS3",594.956526914176,-1.08587752768428,0.11428905890365,-9.50115031220724,2.07584370113415e-21,3.7926225458559e-20,3.7926225458559e-20
"HARS2",865.045198308656,-0.932990145015529,0.0982188461974991,-9.49909494089827,2.11722391613712e-21,3.86485578280222e-20,3.86485578280222e-20
"HDAC1",8133.17523836931,0.467118945531207,0.0491866582253651,9.49686281574457,2.16308729026693e-21,3.94513988292723e-20,3.94513988292723e-20
"SMARCE1",3051.72896894043,0.651493867691396,0.0686378151678705,9.49176290209718,2.27159567826733e-21,4.13943991598002e-20,4.13943991598002e-20
"PLOD2",21937.2851364734,-0.406752852068598,0.0428575046889877,-9.49081975304816,2.29224458590515e-21,4.1734385353804e-20,4.1734385353804e-20
"RGS3",1942.60926486773,-0.752291193756527,0.0792841983765202,-9.48853881556448,2.3429531585058e-21,4.26205958243468e-20,4.26205958243468e-20
"COQ10A",974.117448540981,-0.848864559136837,0.0894904096186788,-9.4855366374327,2.41139091597299e-21,4.38275004641197e-20,4.38275004641197e-20
"PRDM4",1476.97980703641,-0.770048547352195,0.0811933698688136,-9.48413089143095,2.44411251170077e-21,4.43837277254778e-20,4.43837277254778e-20
"EIF2S2",3857.78749722936,0.637622197206639,0.0672423664763298,9.48244731141476,2.48387971364849e-21,4.50668253499721e-20,4.50668253499721e-20
"RASSF8",6055.28720329301,0.513583765048833,0.0541975897711156,9.47613661821074,2.63872097835696e-21,4.78348069398343e-20,4.78348069398343e-20
"POLG2",932.624414337821,0.894705154166111,0.094458884182401,9.47190051957872,2.7479766505208e-21,4.97723411307813e-20,4.97723411307813e-20
"RASGEF1A",571.654068415203,1.25667597802058,0.132709952779806,9.46934236428878,2.81611028195392e-21,5.09623549815426e-20,5.09623549815426e-20
"TRIM4",1447.64113301568,-0.82361029042437,0.0869837815702967,-9.46855006250519,2.83754932718931e-21,5.1306025626039e-20,5.1306025626039e-20
"SLC16A1",16422.5843172413,-0.451400572315326,0.0476930517295137,-9.4647030530862,2.94396332478702e-21,5.31842202019283e-20,5.31842202019283e-20
"MYADM",6164.93612297964,-0.512303439532874,0.0541344575893878,-9.46353694755229,2.97699234321614e-21,5.37345835869401e-20,5.37345835869401e-20
"PPP1R3D",505.908164288977,-1.18517195982015,0.125342148783086,-9.45549419191129,3.21499656900978e-21,5.7980609380524e-20,5.7980609380524e-20
"RIF1",10459.355290568,0.628691371891983,0.0664929495320592,9.45500803192468,3.22997171896102e-21,5.8200591008209e-20,5.8200591008209e-20
"XAB2",1849.17787282781,-0.673397984488225,0.0712538875041729,-9.45068413914663,3.36623255665321e-21,6.05517334396778e-20,6.05517334396778e-20
"CDC14A",2986.81726951495,0.666727099439875,0.0705480235950785,9.45068430643303,3.36622717642138e-21,6.05517334396778e-20,6.05517334396778e-20
"RNF145",6130.94274136851,-0.557535546866708,0.059002034519753,-9.44942918332847,3.40683451545704e-21,6.12295232469277e-20,6.12295232469277e-20
"LOC101120875",184.326284252879,2.35825004161558,0.24958785137603,9.44857703856199,3.43467996393533e-21,6.16770808262458e-20,6.16770808262458e-20
"CCAR2",5356.4675475824,-0.553004323389991,0.0585536609764168,-9.44440218029613,3.57438832543414e-21,6.41308919073612e-20,6.41308919073612e-20
"LOC105608895",1230.86687569609,-0.908406987106841,0.0962008158673685,-9.44281998979361,3.62879135898613e-21,6.50512846184032e-20,6.50512846184032e-20
"KRR1",1589.99797756188,0.762444887980136,0.0807448050213713,9.44264944077002,3.63470430247827e-21,6.51015926177219e-20,6.51015926177219e-20
"PDZD9",231.446258805399,2.15524133685828,0.228290469091806,9.44078544072533,3.69995384179736e-21,6.62136914677246e-20,6.62136914677246e-20
"GBP5",1546.10084387351,5.36293859640591,0.568067811895344,9.44066620939601,3.70416675285539e-21,6.62325242942299e-20,6.62325242942299e-20
"LOC101122871",340.061228676308,-1.73418083641834,0.183930034410747,-9.42848100895594,4.16070504230949e-21,7.43322547882675e-20,7.43322547882675e-20
"PRUNE",1272.22375960129,-0.8364049841601,0.0887539991196301,-9.42385686793362,4.34815915283129e-21,7.76150112493462e-20,7.76150112493462e-20
"LOC105604469",453.442521916291,-1.28110177397354,0.136073905316315,-9.41474980816864,4.74210401518765e-21,8.45749206317213e-20,8.45749206317213e-20
"PLEKHF2",3204.46524068733,0.572882492967864,0.0608530751203504,9.41419134258807,4.76737877699885e-21,8.49533925601938e-20,8.49533925601938e-20
"CUL3",9728.22693706102,0.465499929601787,0.0494522719021989,9.41311514509182,4.81646115756427e-21,8.57551062174314e-20,8.57551062174314e-20
"GSAP",814.21390627993,0.9124647137023,0.0969377523881898,9.41289323532395,4.82664382910248e-21,8.58634533808758e-20,8.58634533808758e-20
"CCND1",24139.5888939469,0.384075889006068,0.0408125660071798,9.41072631744108,4.92720205575647e-21,8.75779866670336e-20,8.75779866670336e-20
"KCNJ15",451.593442460183,1.32094472784474,0.140403647721768,9.40819379894173,5.04735481920355e-21,8.96375996535844e-20,8.96375996535844e-20
"SEMA3A",3554.05678616845,0.618055512184019,0.0657038289134885,9.40668941832607,5.1200959004381e-21,9.0852438348502e-20,9.0852438348502e-20
"ATP7B",618.400290013762,-1.09883797823483,0.116877100103106,-9.40165333727027,5.37123238617351e-21,9.52280422035973e-20,9.52280422035973e-20
"RIMKLB",3256.29009356818,-0.601560569172752,0.0640191903444013,-9.39656634106995,5.63727178375158e-21,9.98602430264566e-20,9.98602430264566e-20
"ZNF135",316.11893882493,1.51527598195382,0.161279914928199,9.39531734393837,5.70455969894768e-21,1.00966852239145e-19,1.00966852239145e-19
"LOC105605445",1925.9723048433,0.956268686014618,0.101848841979706,9.3890972879707,6.05166769524112e-21,1.07020040693226e-19,1.07020040693226e-19
"C11H17orf58",1258.31941076133,-0.810469335203204,0.0863323424535048,-9.38778344442225,6.12761596602565e-21,1.08271770812844e-19,1.08271770812844e-19
"GPBAR1",322.102067964075,1.76551051166639,0.188072754293454,9.38738052887568,6.15109528783269e-21,1.08595074011644e-19,1.08595074011644e-19
"APH1A",2752.5754319052,-0.669487804065001,0.0713257520151531,-9.3863406294373,6.21210589723728e-21,1.09579874732748e-19,1.09579874732748e-19
"PSMD12",7540.56803757395,0.519858609807884,0.055391983275269,9.38508749947551,6.28642228131138e-21,1.10797531814265e-19,1.10797531814265e-19
"TARS",7601.84186600054,0.513766181280185,0.0547704266676338,9.38035747645163,6.57494278733778e-21,1.15785295001219e-19,1.15785295001219e-19
"BTF3",10083.227248511,0.451089101164662,0.04811771787918,9.37469857355482,6.93737074163737e-21,1.22065106013226e-19,1.22065106013226e-19
"LOC101122892",1796.38960190037,-0.825296985168227,0.0880568382748293,-9.37232134763275,7.09545146211284e-21,1.24741846342313e-19,1.24741846342313e-19
"CHD2",6751.38488908526,0.549681368192946,0.0586545261662969,9.37150811916021,7.15034314948522e-21,1.25601501291377e-19,1.25601501291377e-19
"TCF4",7010.81142214508,0.451351569586416,0.0481974421131341,9.36463741222939,7.6311855553378e-21,1.33935615157168e-19,1.33935615157168e-19
"COPS2",7914.39468388437,0.505417010281018,0.0539755719942026,9.36381017574587,7.6911942683598e-21,1.34875872039957e-19,1.34875872039957e-19
"CDC23",1691.25562453016,-0.697062049413615,0.0744950589639201,-9.35715816737887,8.1910113282317e-21,1.43520763707712e-19,1.43520763707712e-19
"LOC101105044",9326.38240770263,0.440958979782271,0.0471261288277982,9.35699559353926,8.20362055512787e-21,1.43621614330209e-19,1.43621614330209e-19
"SUV39H1",687.643107970662,-1.10770202696072,0.118393721846564,-9.35608754994866,8.27440226183099e-21,1.44739877962379e-19,1.44739877962379e-19
"BECN2",73.865019358335,3.61527177711523,0.386560412341286,9.35241080486892,8.56722966233394e-21,1.4973716831015e-19,1.4973716831015e-19
"KCNA3",305.74460320886,1.50804333836938,0.161307019186664,9.34890090941593,8.85632130473402e-21,1.54660891051672e-19,1.54660891051672e-19
"WDR26",8483.2712699235,0.474260508270434,0.0507340570822256,9.34797127503111,8.93449288214381e-21,1.55896113936891e-19,1.55896113936891e-19
"CPSF6",10857.2158637354,0.472209605160188,0.0505366379339095,9.34390621271109,9.2844108058843e-21,1.61866982402755e-19,1.61866982402755e-19
"WHSC1L1",2536.6885478517,0.726572220843788,0.0777734226180452,9.34216595316981,9.43832251636264e-21,1.64413538364834e-19,1.64413538364834e-19
"SSU72",796.87796732514,0.986981856100793,0.105664403911792,9.34072232049613,9.56791262220219e-21,1.66532538962516e-19,1.66532538962516e-19
"DCLK1",24199.924588934,-0.413714305449597,0.044292394773434,-9.34052691361221,9.58558831325873e-21,1.66701733354896e-19,1.66701733354896e-19
"LHFPL2",5968.69428815686,0.477173952208749,0.0510960043150094,9.33877234836109,9.74575261146281e-21,1.69346593470825e-19,1.69346593470825e-19
"LOC101104373",666.259404265231,1.0785259006141,0.115514863301138,9.33668507923934,9.93973726524689e-21,1.72574261914262e-19,1.72574261914262e-19
"FNBP4",2324.14941481093,0.683926743035395,0.073268509438334,9.33452513608207,1.01444961038769e-20,1.75983493669573e-19,1.75983493669573e-19
"CBLN2",4447.81904223741,-0.558055566547934,0.0597900574405339,-9.33358472021817,1.02349440930157e-20,1.77405697612271e-19,1.77405697612271e-19
"METAP2",2961.82995232053,0.665388436212171,0.071307742894584,9.33122279856524,1.04656424851063e-20,1.8125454869247e-19,1.8125454869247e-19
"KIF2C",2692.65636983776,-0.647671748649638,0.0694577968476902,-9.32468028132074,1.11318698643637e-20,1.92633744737907e-19,1.92633744737907e-19
"PTPRH",200.064955320007,1.93446819484614,0.207714211683056,9.31312392720572,1.24126702140185e-20,2.14620393568458e-19,2.14620393568458e-19
"ZCCHC2",633.642967341122,1.1992383134685,0.128819285639365,9.30946253518135,1.28480836732603e-20,2.21896314210582e-19,2.21896314210582e-19
"MIER1",5851.93590945026,0.562294920804354,0.0604007157934243,9.30940823164168,1.28546538199869e-20,2.21896314210582e-19,2.21896314210582e-19
"LOC105605056",850.254719982522,-0.93659343671348,0.100608470351864,-9.30929009692603,1.28689583328324e-20,2.21960403969413e-19,2.21960403969413e-19
"CKAP2L",1783.34454918686,-0.776735001029381,0.0834462793910629,-9.30820411284352,1.30011958981528e-20,2.24056793784284e-19,2.24056793784284e-19
"RPUSD3",605.860159050324,-1.1288810845449,0.12130547108667,-9.30610197901409,1.3260996752661e-20,2.28346300697423e-19,2.28346300697423e-19
"SLC26A2",6110.76912545621,-0.51787457307315,0.0556603661330547,-9.304189121487,1.35018625701141e-20,2.32302981953458e-19,2.32302981953458e-19
"PPP1R15B",11293.5771894339,0.479024368240419,0.0514927616915514,9.30275154224277,1.36857242027074e-20,2.35273204587314e-19,2.35273204587314e-19
"IKZF2",2498.80732732917,0.653749828757656,0.070282067334452,9.30180134922113,1.38086075054894e-20,2.37191130233635e-19,2.37191130233635e-19
"C1H3orf70",460.546926454323,-1.18115948067699,0.127025325250963,-9.2986141018996,1.42288187523517e-20,2.44208948218085e-19,2.44208948218085e-19
"JMJD6",596.296444654143,1.08096238744256,0.116253839918651,9.2982940451599,1.42717077315973e-20,2.44744604929093e-19,2.44744604929093e-19
"TRIB2",358.176167879723,1.54932058344422,0.16668686507818,9.29479705984963,1.47487288579622e-20,2.52718202737086e-19,2.52718202737086e-19
"CTNNAL1",6206.06743279626,-0.545394498816943,0.0586884584428895,-9.29304523048044,1.49935877238449e-20,2.56703941454978e-19,2.56703941454978e-19
"PLXNB2",4331.16801112378,-0.579596294601225,0.0624391639420737,-9.28257615907429,1.65429466396009e-20,2.82999175330185e-19,2.82999175330185e-19
"PKDCC",530.596547075767,-1.28246015224281,0.138270181309869,-9.27503052425145,1.77568191748705e-20,3.03517049452354e-19,3.03517049452354e-19
"LOC105602646",1016.49596485573,-0.835792418472145,0.0901267300414117,-9.27352427063661,1.80094725605906e-20,3.07584765264659e-19,3.07584765264659e-19
"HNRNPF",11567.1352640262,0.469637246741485,0.0506441950862012,9.27326904775797,1.80526334587363e-20,3.08070836124819e-19,3.08070836124819e-19
"AP4B1",416.990895679417,-1.36086527675802,0.146756003468778,-9.27297858071977,1.81018789633715e-20,3.08659866197243e-19,3.08659866197243e-19
"IL34",657.455014862991,1.34588181426503,0.145220347322249,9.26785976677544,1.8991837848788e-20,3.23571507283903e-19,3.23571507283903e-19
"DNAH12",561.222241544394,1.1900713265337,0.128548632570479,9.25775173750855,2.08781924499514e-20,3.55421121836866e-19,3.55421121836866e-19
"NAA40",1026.0789333363,-0.970884610006961,0.104876511968748,-9.25740751462326,2.0945592101154e-20,3.56279081227097e-19,3.56279081227097e-19
"SKP2",546.764595733017,-1.13519289483418,0.122632841945183,-9.25684243166778,2.10567034240964e-20,3.57878570117895e-19,3.57878570117895e-19
"LXN",6131.84915991913,-0.468416905245265,0.0506344678156575,-9.25094951033371,2.22507157220888e-20,3.77865477043836e-19,3.77865477043836e-19
"TANC2",7238.5336441488,-0.538914376938613,0.0582610471212927,-9.24999469742891,2.24503809036552e-20,3.80947515965181e-19,3.80947515965181e-19
"SMAD2",13845.401027601,0.40759000296318,0.0440826481496585,9.24604169829887,2.32960303467655e-20,3.94977032319432e-19,3.94977032319432e-19
"LY6G6C",146.623478156604,2.61374276963123,0.282747676538273,9.24408222069837,2.37268121495534e-20,4.0195559854975e-19,4.0195559854975e-19
"TMEM86A",310.796565660425,-1.44701695397642,0.156656888499266,-9.23685493717183,2.53848873906607e-20,4.29697657640295e-19,4.29697657640295e-19
"LOC105605959",1690.05678803061,-0.765659146022497,0.0829047438913235,-9.23540813329293,2.57303197981627e-20,4.35193366981677e-19,4.35193366981677e-19
"MAPK7",770.986939059426,-0.921342770164138,0.0997719729017469,-9.23448482943657,2.59531886396604e-20,4.3860888801026e-19,4.3860888801026e-19
"LOC106991450",831.48195254782,-0.888568932734858,0.0962313322555676,-9.23367589232818,2.61500192941883e-20,4.41579213802586e-19,4.41579213802586e-19
"SPATS2L",4433.84819909267,0.615980663118235,0.0667220090814681,9.2320460909101,2.65510756906655e-20,4.47990613666333e-19,4.47990613666333e-19
"SPR",1415.62894045221,-0.802736204879569,0.087000476012051,-9.2268024460967,2.78831234555571e-20,4.70087477984436e-19,4.70087477984436e-19
"SNX17",2315.92086632015,-0.693514324462321,0.0751694599099969,-9.22601180443083,2.80896219544191e-20,4.72808126648037e-19,4.72808126648037e-19
"TMEM108",1081.31417353519,0.808169400018697,0.0875962248315831,9.22607568502551,2.80728817315518e-20,4.72808126648037e-19,4.72808126648037e-19
"MAP1B",56989.0117925164,-0.421927851705668,0.045747059325769,-9.22305953484531,2.88741412786861e-20,4.85623197942332e-19,4.85623197942332e-19
"GCNT1",293.252835617295,-1.74739768179818,0.189714916999309,-9.21064990268819,3.24156273802755e-20,5.4474890728232e-19,5.4474890728232e-19
