"" "SRR21623193" "SRR21623194" "SRR21623195" "SRR21623196" "SRR21623197" "SRR21623198"
"LOC106991478" 6.05890284036211 11.5814294142393 8.49604672344518 6.00976645217045 4.66534506388761 5.2364019361393
"ENAH" 133.864866468794 144.685984614149 134.046407993059 131.806463541214 129.4244820771 134.953358169608
"LBR" 58.8893844153174 60.0512459806209 61.7073290909759 57.4459954568587 58.4125691500558 57.5291733533616
"LOC106991477" 60.6166088989497 56.4165759594806 56.586751940811 52.9861863905906 59.7321594686864 50.6796752752268
"DNAH14" 0.0940379382620956 0.103769901579082 0.112316036194506 0.0717701698331265 0.0522909341941258 0.146592391574275
"CNIH3" 0.269705337279156 0.297617076916413 0.349197365962359 1.14094340297008 0.991657664661907 0.700723402043405
"LOC101109817" 0.0104034729403437 0 0.0219275113523459 0.0158799529973057 0.0123963794894369 0.0202720041398702
"PPIA" 1391.98560734354 1170.70991151654 1277.29745156962 1224.10383429996 1211.99020950205 1249.61883298839
"LOC105616505" 0.617006464625178 0.96957956008813 0.609081417427226 0.357647133438319 0.539768004412962 0.487002225319226
"WDR26" 65.9793229249074 72.6660847176546 64.8452461178255 92.0579719873513 87.4216837320461 90.1176503432765
"LOC105616503" 12.6416189200476 15.9441156801225 12.4023799443716 3.49145375929651 3.68259462973045 3.53847239512775
"CNIH4" 36.7832722304455 33.9748793070663 36.8432159836523 31.1496660607001 32.9516180137356 32.3433463305804
"LOC106991451" 0 0.359048294074801 0.137159394728328 0.794649135116457 0 0
"LOC105616501" 2.34270205273556 10.0533522340944 0.822956368369967 5.5625439458152 4.03212903526419 7.43916711236029
"NVL" 16.3030352588053 18.4790042103592 16.4440087568353 19.7135516074627 21.1483069118419 19.7450809998084
"DEGS1" 129.348823807275 127.932639598892 129.305362623167 113.551638308241 109.274829345154 110.781753692235
"FBXO28" 51.8146390294027 53.808219311639 47.6192549916176 39.9841522370366 38.021710910275 36.2334789833359
"TP53BP2" 6.19584161306339 6.20560066652373 7.26981049402859 5.73467055835092 6.71499019867508 6.80809825778834
"CAPN2" 177.923502443095 203.357159508605 181.396759739378 173.491875104782 181.133199979429 176.732858853206
"CAPN8" 0 0.0604615002975701 0.0230967892677236 0.0669069867649866 0 0
"CCDC185" 0 0 0 0 0 0
"SUSD4" 0.0249223622631442 0.0687539286526214 0.0350194199306369 0.0126805713050498 0.0296965313562829 0.0215836569991111
"TLR5" 0 0 0.0284684214710207 0.206168948041124 0.0321883637727317 0.0350921086387889
"DISP1" 2.14760799327336 2.85065416488619 2.61353588108092 3.23259825931042 2.65547786111883 3.26036975200768
"FAM177B" 1.28702715085784 0.685194475792213 0.951817863773094 0.896101226654901 2.3138107008411 0.99728400911818
"BROX" 81.1127595422629 73.3968235900602 70.4331216305028 76.0919991906245 73.1795347175483 70.3689008362033
"AIDA" 170.605583677306 177.883406604808 154.266129227772 203.305335804664 202.940061771498 207.36110567959
"MIA3" 16.4077946817934 18.4819088611042 17.6991372352977 15.8593355698236 17.9850710779326 18.099865190921
"LOC105613127" 25.5511408987223 23.7069133220946 35.983442111346 27.8082352531442 34.6781300775543 32.0015474231177
"TAF1A" 8.78982811876196 7.37190818646899 6.86163513980304 12.257388583357 11.6050319908592 11.5241847072459
"HHIPL2" 0.0659844582072631 0 0.0347690373376977 0.0251798149736284 0 0.0428586754190994
"DUSP10" 18.8318856752926 19.1672496657106 17.4315748925925 24.1675402101932 28.0103495917619 24.8507890201307
"LOC101123651" 3.45499336348816 5.38346150170557 3.01174368424471 2.57175838791366 2.74455841896134 2.88132752174688
"LOC101123395" 25.3666142468274 24.9328149546307 24.8651854343405 21.7557494510624 24.3737675348638 22.5932446657752
"C12H1orf115" 97.6275453138714 92.2307650286398 86.7873562004093 92.833618919561 90.4806384872502 92.510816631432
"LOC105616497" 1.57390835584301 2.44236339574138 1.24400381265228 7.20728285338182 7.03278320104219 2.0445913839468
"MARK1" 10.8434677424425 12.8285006969172 10.8915902823757 11.127633360613 10.0603615533324 10.9525557205169
"RAB3GAP2" 64.2337147123922 70.2199894043207 65.1800774263172 60.6726863962984 58.5877129334876 62.9210866933959
"IARS2" 112.913140360238 122.584528057891 111.350026516113 96.3765987162607 92.7066809755614 91.7690631246668
"BPNT1" 110.855181833604 96.7533781883899 97.6629854157571 102.316504077495 98.342819275387 94.0027889293283
"LOC105610782" 2.82777406551182 1.17015739294573 3.57607781241546 2.37398662231866 3.70641387642669 5.14280228329795
"EPRS" 126.844672244348 123.088482793985 120.820386586454 133.922251109777 132.65376043002 131.889573607162
"SLC30A10" 0.0469117786284077 0 0.296629374920783 0.322229489863536 0.27949138414493 0.335175043186288
"LOC101104329" 0 0 0 0 0 0.572130777720472
"LYPLAL1" 44.670525567915 40.3982496919157 41.584480854825 35.6033013906015 36.4205139907871 35.9307165024886
"LOC106991450" 15.8705961164655 15.6950558198331 15.1753376148546 8.00539391508829 7.74364403672705 8.36815156216098
"LOC105610777" 0 0 0 0 0.108390565464091 0.236337176101378
"TGFB2" 56.3246473266241 60.1856243230141 56.0360795687771 40.8600169969813 42.1268196150416 40.1296585423479
"LOC105616492" 2.29780644979344 2.97933690828026 2.00989117580624 1.96413955533538 0.930912543225322 1.97008273459971
"RRP15" 8.84942665882054 8.97108963425005 7.15904129603762 14.1355741124392 13.5846147767228 13.9691759716107
"LOC101121364" 1.38826788310255 2.39365529383201 2.56030870159545 3.17859654046583 3.30841356739626 3.3814395965274
"SPATA17" 0.287095839796024 0.475210977451942 0.302557488371312 0.131467687795002 0.821021749261939 0.0745905793351633
"GPATCH2" 11.2605920947565 13.8929528731948 10.5203186533164 14.4196872870263 11.6575901723393 13.5124852745369
"LOC105610013" 0 0.130017488105081 0 0 0 0
"ESRRG" 0.295308390230556 0.597681729228177 0.424644859627056 0.355975073373064 0.424226935444972 0.38182881668642
"LOC105610018" 0.632899557056573 0 0 0.193212694947268 0 0.164434095092978
"LOC105610017" 0 0 0 0 0 0
"LOC105610012" 0 0 0.175961065605421 0.169908532179506 0.265271647056854 0
"USH2A" 0.37491569689259 0.334622936846449 0.434949629239046 0.663646211469923 0.747061335129017 0.708043354160834
"KCTD3" 69.0556439783338 71.7614968776692 69.6350662776781 67.1581387881736 67.3761392859545 61.9521249415324
"LOC101120099" 4.20796223634712 2.66030601309308 4.9889064818283 10.169861988278 7.41661040165174 9.56614517981328
"LOC101119837" 0 0 0 0 0 0
"LOC101119577" 0 0 0 0 0 0
"LOC105613926" 0.100661466486737 0 0 0 0 0
"BRINP3" 0 0 0 0.0877443835490991 0.0228319877421528 0
"LOC106990525" 0 0 0 0 0.026411325558499 0
"LOC101119066" 2.52248344758714 3.40840976931048 2.06156412766107 3.22171391240166 3.68044232427766 4.34683031298021
"LOC105611808" 0.442077584509349 0.332610058644115 0.169413029118125 0 0 0
"RGS18" 0.203115424073378 0 0.0428108554974373 0.558066919619601 0.0484049103873252 0.0527715663323605
"RGS21" 0.146842462321901 0.43885603928622 0.49004393198501 0.672424894951486 0.145809873502803 0.572268707030433
"RGS1" 0 0 0 0.432839612703098 0.168943953991516 0.276276838543091
"LOC105611803" 0.434383740364597 0.199724169921165 0.389958722888463 0.343802240708071 0.55593538204118 0.376191853686567
"RGS13" 0.191764335422023 0.318771443882161 0.165818971830818 0.270194562070984 0.140614787629091 0.268274632331294
"LOC105611804" 0.339418838440917 0.936363028316654 0.552806557476483 0.682939340286256 0.386054907631677 0.380797377055746
"RGS2" 84.9082830799482 76.9106621247708 75.8773099017129 35.6563975443949 39.6818041116567 38.8216362359248
"UCHL5" 79.4819417053493 79.8524191256461 78.7612889564357 75.8262112117002 88.0609044907753 80.4667998902453
"TROVE2" 85.6343885164699 86.2197203760856 84.9810402297628 92.8789926500056 86.7116221103348 85.4593780527194
"GLRX2" 63.0524188845085 67.4591466385794 69.0748182051209 78.5579483408425 77.0974108501244 76.5704221841391
"B3GALT2" 6.41842383744449 10.3153491911397 7.19848145882779 10.7558802598274 8.63025298151093 10.1482415733369
"LOC101120763" 5.15161346919959 4.59796173606238 4.43106731178307 4.2208322531279 5.0552065516745 4.33026145346345
"LOC105611802" 2.46102033822725 3.27340133039624 3.61245782479284 2.414907761263 1.93751654941266 1.76976643818252
"CDC73" 56.1485467613217 59.6710411493389 54.8640486064535 58.7738029507684 60.2896445088411 62.975191400609
"LOC105616489" 0 0 0 0 0 0
"LOC101118039" 0 0 0 0 0 0.0814050273238079
"LOC105616610" 21.3383571851878 19.9897978501009 18.2596390095375 10.8052484416286 10.54796641957 10.4420830152214
"LOC101117524" 0 0.271373710637931 0 0 0 0
"LOC105613629" 0 0 0 0 0 0
"LOC106991449" 0.0476158953808041 0.131359131978586 0.0501802663640224 0 0 0.371133614253008
"LOC101120507" 0.242284221842182 0.0668395392311085 0.153199514875555 0.0739649552972358 0.173217953782232 0.251792160887005
"LOC101117007" 6.45274244904483 6.95756519717911 6.41714410788041 6.79755817908482 9.4215369579584 7.20183061785022
"LOC106990645" 0.0606514737497921 0.0743647555439046 0.0923258273065086 0.123438593744856 0.136509944767972 0.183842208547261
"LOC106991476" 6.33832387519379 5.37469938673896 6.35116787872012 3.96511211227505 4.14768646923286 4.45436311231399
"LOC101116750" 22.0301014147762 23.1601943591476 23.7498933170934 18.9492359008782 21.2484923060696 17.7897438010855
"LAX1" 0.544327554701739 0.37541242544014 0.286821254391678 1.31553844754534 0.432399896543076 0.707110693107607
"LOC106990210" 0 0.0852794364733083 0.195464667274231 0.188741268389414 0.44201170910326 0.843300557112041
"LOC101116246" 149.855472941943 159.164320400209 156.445792377867 100.170953076414 110.149731882888 111.665240929003
"LOC106991475" 1.42270784697473 1.20277932147119 0.652933285031326 0.700527040450764 0.656223531959814 0.775040630849635
"KCNT2" 3.34762330364368 3.6394758853586 2.95440801510336 4.07780477230813 3.69415330716212 3.770338107629
"LOC101115221" 0.121142110921091 0 0 0 0 0
"CR1L" 0 0 0 0 0.236488506467108 0
"CR2" 0.11483833591841 0.0731093811464527 0.0465473059032787 0.107870923318976 0.126311038347991 0.0229509474877426
"CD55" 0.214850981908729 0.118542928837395 0.203779672167801 0.131180174685891 0.0256008192715187 0.111641180329794
"LOC101120001" 0 0 0 0.709363800676186 0.12305581999789 0.4024704301055
"LOC106991474" 0 0 0 0.238946154738179 0 0.10167782903976
"PLEKHA6" 0.043463859976541 0.0999206755310206 0.106877450437658 0.243259939321364 0.172632897185565 0.178795971244955
"LOC101114456" 0 0.0862246519021997 0.0164692622980443 0.143124921195544 0.204834141261881 0.162409044660799
"C4BPA" 9.99750572209597 7.65727298553449 6.96075247271914 8.31665702423147 6.99753026246481 7.39507998850683
"C4BPB" 3.29730702304316 7.71812474664729 3.05368652436494 2.89781008425834 5.00047498467803 3.11518451018666
"PFKFB2" 29.9813447811723 31.2953798345701 26.6366853074294 13.2610980996047 14.6209608174367 13.5610445150928
"YOD1" 45.0267753249278 42.0311751522781 38.8241249944575 49.0958948623921 45.7976350423599 50.3179969215373
"C12H1orf116" 0.0411834032259125 0.056806829488508 0.130204050168068 0.125725420971772 0 0.374496150041372
"FCAMR" 0 0 0.0610641140913789 0.0884455372989207 0 0
"PIGR" 0 0 0.0807632067600119 0 0 0.0331847368557043
"FCMR" 0 0.0450108758242277 0 0.0996185029557757 0.116647898802243 0.211951372974235
"IL24" 0 0.0827593585633406 0.126459016416189 0 0.571933196491374 0.623527868863209
"LOC106991448" 0 0.152039994233629 0 0.672992752867357 0 0.286375991888314
"IL20" 0 0 0 0.293478373764601 0 0
"IL19" 0 0 0 0 0 0
"IL10" 0.237004876930446 0 0 0 0.800150119838419 0.205254699244465
"MAPKAPK2" 75.9354301729331 79.4501721541835 72.6879165555483 87.4874478422472 87.4914123202062 98.8019438090609
"DYRK3" 16.2213006818494 13.7744295159694 15.529155079726 20.2246593697586 19.3286799723077 20.597737503895
"LOC105609379" 0.704979784388016 1.75036043361465 0.891536065734131 1.50652231865828 2.60408333527479 0.366322622957135
"EIF2D" 11.6529200690992 13.2295612873841 11.8410312701338 13.1546892426627 15.707084124135 13.6631149009845
"LOC101117178" 1.82552659957318 2.78419905229933 1.78307213146826 5.61830879740232 4.66878098820064 5.16707699750065
"LOC106991473" 0.100711397769717 0.138917494731322 0.42454098368292 0.461180301630086 0.960030722681949 1.04663606559182
"IKBKE" 2.98880574296837 3.08442437481189 2.32574625843686 0.747343143557192 1.02747889323605 0.939802640526368
"LOC105616484" 1.72045401410219 3.26838156875478 1.86739439788436 0.629009869485322 0.638331773392747 0.722682341210342
"SRGAP2" 29.5121091925995 31.0702756232273 32.0519848733566 19.465418507129 20.0790231310727 20.9856887240626
"FAM72A" 9.27162853074556 12.464214860845 8.96943169950143 8.51349037729119 8.07001208984377 7.48066604997019
"LOC101112150" 0 0 0 0 0.451357727828081 0
"AVPR1B" 0 0 0 0 0 0
"C12H1orf186" 0 0 0 0 0 0
"RAB7B" 5.45464955562309 6.9666086910036 3.35324012783584 1.85022783698757 3.12941357960803 1.70586057257651
"SLC26A9" 0.0723184961366869 0.0374075248501796 0.047633271544121 0.096589142425108 0.107714934156657 0.03522960220781
"PM20D1" 10.6720622699763 11.0321720732808 10.7898289872902 12.171482777905 12.0274945356599 11.9233058767918
"SLC41A1" 47.4036345595349 50.2898334292713 52.455494100171 30.8522283548274 34.1275058492679 36.3587533605803
"RAB29" 22.863542628374 26.9953547924826 27.5258511257273 19.6236924265047 17.2364699648866 18.3107911679303
"NUCKS1" 191.526656176076 190.24354750903 160.34937167068 202.09166312648 209.818273491397 212.13631666513
"LOC105609383" 5.9586117428274 7.33629329567185 5.39573131957353 6.1645770405719 5.89041459064681 6.76581957531266
"SLC45A3" 4.50430036736504 4.64674358215374 4.86655033644582 5.70542968235879 5.85199935487168 6.8962077677501
"ELK4" 45.1348621113017 47.42150990253 45.384286032232 47.8356149682371 49.8113505599133 48.4049559767962
"MFSD4" 3.04676134123706 4.44371947722097 3.3687562041024 1.90598501042693 2.29132055878482 1.80052300287419
"LOC106991447" 0 0 0 0 0.218215040994454 0
"LEMD1" 0 0 0 0 0 0
"KLHDC8A" 0 0 0.377148041908681 0 0 0
"LOC106991465" 0 0.274387004616275 0 0.404850637093949 0 0
"NUAK2" 17.342909806504 13.2751108920919 13.8492705495177 38.9628555121165 48.0246360071168 47.2164828358225
"TMCC2" 3.10301814238763 1.92412027475307 2.08508434891269 2.04233295662993 1.69607222459234 1.55322435757484
"DSTYK" 18.8379370957223 19.3162985224114 17.8453187124024 16.1109175858854 15.6548276297506 15.7625190852452
"LOC105609389" 2.93307801145062 2.58480192443898 1.54551998554231 1.74108518368212 2.32996220336293 2.85766925773945
"RBBP5" 51.9900281499314 54.3202573385476 53.9717877768795 42.0082715256975 41.2463832483908 40.6896331196059
"TMEM81" 1.9824634172621 2.39400808016861 2.27055905908413 2.76341139912643 2.40679772922918 2.85715448885654
"CNTN2" 0.478622638917202 0.998754986298497 0.827731743815054 0.224791945862247 0.277842547159162 0.207252160957374
"NFASC" 0.0688051532400387 0.0135581753184714 0.108766018863769 0.0150035419585311 0.0409927913151375 0.102150382854042
"LRRN2" 0.371041991783166 0.153540388913566 0 0.113272354786337 0 0.0964006902518777
"MDM4" 23.5579205896701 26.0215972268119 21.6322423073887 53.2079827519242 53.0207014707801 53.9870124372763
"PIK3C2B" 3.58674466544032 3.16042618947705 2.83980860141959 2.18654550359379 2.48314225208241 2.59655501724156
"LOC105609393" 49.5750056427261 47.2116774346909 47.1954180566891 44.0568542680963 46.2201177114902 42.4542984168751
"PPP1R15B" 118.403336937184 128.134918726584 111.422726076139 154.118731173297 159.695617817232 161.967034044166
"LOC105609394" 0.20573154707653 0.204951007763932 0.168631005452977 2.19821315579952 1.41637498198877 2.09350780694711
"LOC105616478" 0 0 0.0780337913115214 0.226048988107526 0.264691183934192 0.38475899128977
"GOLT1A" 0 0 0 2.03581157910078 1.19191282750356 2.56555409509141
"KISS1" 0.136815483762634 0 0 3.75905453404146 0.815120424918636 2.3993638107435
"REN" 0 0 0 0.32760376606281 0.681966855858636 0.836423747978237
"ETNK2" 0.378207099479196 0.17389485835352 0.232502420123151 0.0962164429355536 0.150219026461255 0.204713046048694
"SOX13" 0.147019679872374 0 0.0387343692570948 0 0.0875915069210178 0.143239838086063
"LOC101106956" 0 0 0 0 0 0
"LOC105609397" 0 0.112563371936634 0 0.12456316828594 0 0.212019524541107
"SNRPE" 26.4458441851845 34.2450264075292 28.0732293306358 41.1125309499745 39.397473447094 41.0986160986542
"ZC3H11A" 91.012977306617 99.6342372904262 89.891961535146 89.9603721132765 83.4710519383028 89.8396044595926
"LOC101106702" 6.94994235034078 7.93364502488228 8.99112859493911 5.74319718403926 6.82492095912281 5.88399227242764
"OPTC" 0.233331357209046 0.0495151466369068 0 0.273968496017873 0.0855472921201737 0.326426099664774
"PRELP" 57.1223022908307 48.368168911825 60.1073995703907 37.7314319614251 43.4335093521422 43.1901402111679
"FMOD" 0.444350894402143 0.801511848389202 0.594357377156088 0.15652179934112 0.285100032796458 0.976860327885695
"BTG2" 32.8349041417041 32.5660531714062 30.5159303211965 34.8020066787974 33.6509285213072 40.2085276652357
"LOC105613346" 0 0 0 0 0.0737135106995281 0
"LOC105613348" 0 0 0.732769369096546 0 0 0
"LOC105613350" 0 0 0 0 0 0
"CHI3L1" 5.87472851453196 4.66558151529027 6.02695577975463 5.5026230114706 4.87885845564628 6.24402612037415
"MYBPH" 1.42461611315 1.3464311027805 0.834077400374967 0.281885672929824 0.660145865960613 0.411256167145225
"ADORA1" 1.21411541549661 1.7040856928183 1.03258058809324 0.0650258419419677 0.355328198659454 0.110680775715123
"LOC105613349" 0 0 0.236110581410707 0 0 0
"MYOG" 0.347066970775638 0 0 0 0 0
"PPFIA4" 0.961336069620021 1.51288040233223 0.990083957297718 2.08102846851262 2.06709094395646 2.17977097957965
"TMEM183A" 52.3830178343497 52.605613425819 53.88723162458 48.1425912508146 45.6220212852639 47.8870784811026
"LOC106990700" 0.030549831162165 0.210696410907572 0.0643902063726126 0.18652612861596 0.18201003770377 0.238115216848454
"LOC106990697" 0 0 0 0 0 0
"LOC106990699" 0 0 0 0 0.0323605861578185 0
"LOC101105175" 0 0 0 0 0 0
"LOC101104923" 0 0 0 0 0 0
"LOC105610541" 0.251117772197581 0.421682874951261 0.149580152994756 0.199986983886052 0.195144984498697 0.198565930275754
"LOC106991443" 0.23713405501489 0.13083750029355 0.224914494508961 0.108589054903791 0.0847679544904875 0.123219943251174
"LOC105610540" 0 0.334197696155543 0.255332524792591 0 0.0721741474092635 0
"LOC106991442" 11.924564502663 13.3915309681953 11.6770836052495 15.6245201566817 12.0712386918512 11.3780872910179
"LOC101118037" 7.57590216058763 5.74745217007797 6.18752642636375 7.51655058776201 11.8481403554871 9.22640934686815
"HELZ" 26.1441068693069 31.7408159767039 24.4597608530013 26.3125345319494 26.6306291035233 28.259173770979
"LOC105616449" 1.23371462267903 0.243105615779813 0.371473360722555 5.64945869496856 2.94009408821347 3.66322622957135
"CACNG1" 0.0802506632030626 0 0.169145182431772 0.612476606117427 0.334682647195842 0.0521249582073394
"CACNG4" 0.0965909504775207 0.133233905508252 0 0 0 0
"LOC105610542" 0 0 0 0 0.0831366811394678 0
"CACNG5" 0 0 0 0 0 0
"PRKCA" 42.7649477723064 40.1147100001856 43.4937851479938 33.984685420811 36.4141396437682 33.8360990058904
"APOH" 0 0.115917909510904 0 0.12827531568519 0.200271309698552 0
"CEP112" 2.25000745534829 3.01558726595556 2.42007276611938 1.8499900320845 1.96239799956877 2.22229307426298
"LOC105610544" 0.416736818357448 0.459864810145065 0.395262295153063 0.127222152173817 0 0.0541363482202663
"AXIN2" 0.191090990968234 0.098843883310004 0.163623089711205 0.0729207441636278 0.170772523846483 0.325811650535993
"RGS9" 2.22134222896072 1.93010109840348 3.29948220054603 0.907740138839095 1.97993930918383 1.59051173303236
"GNA13" 89.2661628626487 95.310975210038 90.7569533691174 96.1404856681737 97.8745166732283 109.550739546512
"LOC105610545" 0.297278318232811 0.247939914322969 0.153001286137974 0.802009001799638 1.09562754363281 1.1495605057113
"AMZ2" 47.0892521041826 45.8678788326732 48.2825857286135 33.4494628411219 34.2791692832324 31.2477610908014
"SLC16A6" 0.950026233506844 1.2729894062652 1.51608806900243 0.828644820041225 1.3584178033243 1.5514840501714
"ARSG" 7.48268016762718 4.72563196989531 5.78716393546717 4.66304527203754 5.62965384309547 5.28597118214463
"WIPI1" 14.5101185902626 11.1563470729065 14.2154930121292 10.6640315379577 9.70144333789081 12.3917499242779
"LOC105610547" 0.224154514368712 0.0343544736725153 0.236226435474206 0.114050476948755 0.0593542056221421 0.161771521423661
"PRKAR1A" 232.576890962605 228.636376825965 222.65063002889 209.538437081297 203.823067201444 216.034451570114
"LOC105610548" 0.673085223159853 1.52917604184744 0.5007066827836 1.81306452434917 2.73631221581891 2.67455518789297
"FAM20A" 0.586803982380776 1.98306731207209 0.742087823501242 2.41839751236309 2.23748200800787 3.31596085289523
"LOC101108503" 0 0.108844799602932 0 0.120448178272607 0.141038326146046 0
"LOC105610550" 0.127055180165049 0 0 0.387876298742701 0.151394081424187 0.165051494699085
"LOC101115808" 0.0177757116007484 0 0.0374660577440363 0.0949655112444373 0.201218136062037 0.0692748087539321
"ABCA6" 0.0248117044975863 0.00855608179696763 0.0130739738345467 0.0757456098485685 0.0739116895135804 0.0161158675625771
"ABCA10" 0.0228917067690636 0 0.0482490955598748 0.0698842068615645 0.0181845867495378 0
"ABCA5" 9.04616564991631 9.48471170924197 7.68879274142982 6.78821054813152 6.67174060110128 7.02999150460315
"LOC105610551" 2.1623595180332 1.020389490448 1.79906380977739 0.173718140524338 0.949268046418699 1.03490247741254
"MAP2K6" 0.872702247598317 0.842640741735832 0.643791356300598 0.599445188965993 0.181978744338164 0.340106110289023
"LOC105610552" 0 0 0 0 0 0
"LOC105606330" 0 0 0 0 0 0
"LOC105606327" 0 0 0 0 0 0
"LOC105606326" 0.148997684371635 0.0342536288378602 0.157022007663546 0.075810460541932 0.118359952111473 0.258074646310311
"KCNJ16" 0.392390735871408 0.456195540953129 0.472597804033554 0.727294832388474 0.307252240125046 0.320405872315904
"LOC106991441" 0.0375294229027262 0.207066668671604 0 0.171855727927219 0.0894372429263775 0
"KCNJ2" 0.513639047822999 0.480763978875004 0.54130126145043 0.672019868511929 0.480882754476755 0.92937651361008
"LOC105616446" 0.0861409325005297 0 0.1361701245924 0 0 0
"LOC105606322" 0 0.0479961729868628 0.0183349319431184 0.0796691934949661 0 0.0226008816220341
"SOX9" 104.397763047198 109.657367785359 92.2831183543401 158.865102579811 152.460244210423 170.475730368281
"LOC105616441" 0.133434659505618 0.809840789474709 0.393738325560815 0.407351685982411 0.381589498605444 0.762690634547979
"LOC105616443" 1.62035442647758 2.39098975341571 1.07222600333281 1.55301696228216 1.61644371124177 1.07693955969581
"LOC105616444" 6.83836044262826 11.678427271591 11.9252779281839 20.6277405803686 18.8187578069267 20.9394358976621
"SLC39A11" 23.4213101018767 24.8314386925955 23.5874039182895 18.9233996965758 19.9026478888726 16.8280710597201
"SSTR2" 0.348684800129107 0.961925262830428 0.209979053754849 0.988437466889214 0.890313084332132 0.517668868555716
"COG1" 27.5633456994081 23.6806601692496 26.4070722605707 16.4363551929858 16.8251948736341 18.0350964471225
"FAM104A" 86.927195765826 90.5613619321431 83.1144577462292 89.0026997389103 96.6495251166341 106.229879023168
"C11H17orf80" 12.0519871825561 12.9777139637053 11.4104749045373 6.93566062937333 6.35010005304085 6.33049378042065
"CDC42EP4" 7.93932731004514 6.1858287575387 6.51148068952415 5.42550857467437 4.31448362084879 5.65306770244061
"SDK2" 0.0232890775296798 0.0160620365553077 0.0122716595421078 0.0177743268350205 0 0.0605075220300843
"LOC105606315" 0 0.290315483115077 0 0 0 0.0911376256147676
"RPL38" 1065.67112079124 1068.20978727262 1015.94277780757 1013.92073520518 1056.04845190774 994.607866667129
"LOC105606312" 0.522130508936899 0.617320358659099 0.0786071476033033 0.853912094127713 0.399954018927748 0.484482528525234
"TTYH2" 0.480778406344984 0.669866220288807 0.552731889203709 1.14156685455163 1.04159475652634 0.921063770695897
"DNAI2" 0.060607217284701 0 0.0958068607953096 0.138767087774068 0.198597400244356 0.275562092493129
"KIF19" 0.0535145434643512 0.0738159381598167 0 0 0 0.104277393988852
"BTBD17" 0.229763309585532 0.158463411568283 0.0403562157254228 0.0584521242352731 0.0912590502134482 0.149237432211885
"GPR142" 0.029814123040198 0.0205622371056053 0 0.0227542703887972 0 0
"GPRC5C" 13.5587892778188 12.3883957630261 12.4082279833682 9.76438731780085 9.99747062168244 13.8349516642852
"LOC101112832" 0.990410623920724 0.796912067336753 0.956770412007361 0.724390522560429 1.2293076327025 1.44742109558673
"LOC101105174" 0 0 0 0 0 0.24219677550885
"LOC101104414" 0.0288975488049742 0.0298951397713861 0.0152269182875172 0.0441094737682064 0.0172166056159871 0.0656940656029022
"LOC101104164" 0 0 0 0.111882008193292 0 0
"LOC101103909" 0 0 0 0 0 0
"LOC101103658" 0 0 0 0 0 0
"CD300E" 0.019150554414615 0 0 0 0 0
"CD300LF" 0.0197696375758275 0 0 0 0.0471134843458328 0
"RAB37" 0.47660605141725 0.281748158328315 0.161445162808998 0.103927955296921 0.162258713692724 0.221120295547567
"LOC105616435" 0 0 0 0.177295859665571 0.138402598464446 0
"SLC9A3R1" 109.747528149796 100.863549481629 117.371667756974 82.9006254573377 91.3637912253677 93.0412521018877
"NAT9" 6.4010434410691 6.92030709949897 6.27174655649369 4.01387190948394 2.76229698734868 3.19127683803149
"TMEM104" 8.19026375546631 9.5760716243461 10.1131307179537 7.43126264427206 8.37699938074277 8.67606212266899
"GRIN2C" 0.239011733591773 0.38173907845871 0.503767591046795 0.115209354161865 0.269807890835522 0.326830592972909
"FDXR" 11.2262183675058 10.5445620645348 13.8307806722104 8.03750566758786 10.2873434312033 11.1112075209747
"FADS6" 0.0832789901163858 0 0 0 0.198464103458451 0.216367751049334
"USH1G" 0.236361091855353 0.195616532743896 0.336272043420091 0.0360783658551127 0.197147170525141 0.0307045737519368
"OTOP2" 0 0 0 0.0509390471228498 0.0397645861465896 0
"OTOP3" 0.030549831162165 0.252835693089086 0.128780412745225 0.13989459646197 0.0728040150815081 0.17858641263634
"HID1" 26.1133272464583 21.5255894781963 24.2390844652729 18.9442097978653 17.6230171011011 19.2304661360626
"CDR2L" 39.8172582222351 36.4964042158128 39.0747521381759 28.1873400356309 30.7017825113687 33.4295559350026
"ICT1" 82.7655247505726 83.8389201323707 92.9468937830335 107.581320808282 90.9925679741466 101.8890210146
"ATP5H" 120.702098135152 130.891359883184 135.362374183836 118.581180472018 124.859317753011 111.535925403423
"KCTD2" 143.771978089367 145.73794210793 147.747815311729 105.161416029524 100.743446355507 93.8481085945041
"LOC101122710" 1.37598463940793 1.15987739576875 0.80560487867542 0.738999760443392 1.12340944506608 0.794434604003426
"SLC16A5" 10.7877195729582 9.54895426916524 8.40407009434198 3.47252097959926 3.32286296400085 3.14596103185357
"ARMC7" 9.86488835277203 8.15236366341072 9.02222285700123 10.8456340112802 12.2206650555096 12.4480692681239
"NT5C" 13.3875661055284 15.9282799458934 20.3938875036683 15.5925059981132 20.2614484022025 17.8032794757168
"HN1" 460.243340777007 444.322263917566 467.835999768891 419.745025299014 441.48489752872 445.987729641989
"SUMO2" 340.633688121238 313.657402595037 303.839151914866 306.665569673161 283.680455522073 299.85183186931
"NUP85" 62.9003460840578 67.6086356032303 66.5470797259873 54.371329094031 53.3679809975826 54.0285524960568
"GGA3" 18.5933705700625 17.3351204441409 19.6662367441353 13.1133042771524 13.8914392030425 12.5529164059322
"MRPS7" 24.4212094073717 21.8697883933496 21.5394057628142 27.4700971375102 31.5616317897252 25.9652512023503
